term_str,fear_structural,fear_conflict,fear_affective,fear_breakdown
land#2,1,0,0,0
land#3,1,0,0,0
landlord,2,1,0,0
landmark,0,0,0,0
landscape,0,0,0,0
lane,0,0,0,0
language,0,0,0,0
languish,0,0,1,1
laos,0,0,0,0
lapse,0,0,1,1
large#1,0,1,0,0
large#2,0,1,0,0
large#3,0,1,0,0
large#4,0,0,0,0
large#5,0,0,0,0
large-scale,0,0,0,0
last#1,0,0,0,0
last#2,0,0,0,0
last#3,0,0,0,0
last#4,0,1,0,0
last#5,0,1,0,0
late#1,0,0,0,0
late#2,0,0,0,0
late#3,0,0,0,0
late#4,0,0,0,0
late#5,0,0,0,0
late#6,0,0,0,0
latent,0,0,0,0
latin,0,0,0,0
latter#1,0,0,0,0
latter#2,0,0,0,0
laudable,0,0,0,0
laugh#1,0,0,0,0
laugh#2,0,0,0,0
laugh#3,0,1,1,0
laugh#4,0,0,0,0
laugh#5,0,0,0,0
laugh#6,0,0,0,0
laughter,0,0,0,0
launch,0,1,0,0
lavatory,0,0,0,0
lavish,0,0,0,0
law,1,0,0,0
lawful,1,0,0,0
lawless,0,1,1,0
lawn,0,0,0,0
lawyer,0,0,0,0
lay#1,0,0,0,0
lay#2,0,0,0,0
lay#3,1,2,1,0
lay#4,0,0,0,0
layer,0,0,0,0
lazily,0,0,1,1
lazy,0,0,1,0
lead#1,2,1,0,0
lead#2,0,0,0,0
lead#3,0,1,0,0
lead#4,0,1,0,0
lead#5,0,0,0,0
lead#6,2,1,0,0
leader,2,1,0,0
leadership,2,1,0,0
leaf,0,0,0,0
league#1,1,1,0,0
league#2,1,1,0,0
league#3,0,0,0,0
league-of-nations,0,0,0,0
leak,0,0,1,1
leakage,0,0,1,0
lean#1,0,0,0,0
lean#2,0,0,0,0
lean#3,1,0,0,0
lean#4,1,0,0,0
leap#1,0,0,0,0
leap#2,0,0,0,0
learn#1,0,0,0,0
learn#2,0,0,0,0
learn#3,0,0,0,0
learner,0,0,0,0
least#1,0,0,0,0
least#2,0,0,0,0
least#3,0,0,0,0
least#4,0,0,0,0
leather,0,0,0,0
leave#1,0,0,0,0
leave#2,0,0,0,0
leave#3,0,0,0,0
leave#4,1,0,0,0
lebanon,0,0,0,0
lecture#1,0,0,0,0
lecture#2,0,0,0,0
led#1,0,0,0,0
ledge,0,0,0,0
ledger,0,0,0,0
left#1,0,0,0,0
left#2,1,0,0,0
left#3,0,0,0,0
left#4,0,0,0,0
left#5,0,0,0,0
leg,0,0,0,0
legal,1,0,0,0
legend,0,0,0,0
legion#1,1,0,0,0
legion#2,1,1,0,0
legislation,2,1,0,0
legislative,2,1,0,0
legislator,2,1,0,0
legislature,1,0,0,0
legitimacy,0,0,0,0
legitimate,1,0,0,0
leisure,0,0,0,0
lemon,0,0,0,0
lemonade,0,0,0,0
lend,0,0,0,0
length#1,0,0,0,0
length#2,0,0,0,0
length#3,0,1,0,0
lengthy,0,0,0,0
leninism,1,0,0,0
lent,0,0,0,0
less#1,0,0,0,0
less#2,0,0,0,0
less#3,0,0,0,0
less#4,0,0,0,0
lessen,0,0,0,0
lesson,0,0,0,0
lest,0,0,0,0
let#1,1,1,0,0
let#2,1,0,0,0
let#3,0,0,1,1
let#4,0,0,0,0
let's,0,0,0,0
letter#1,0,0,0,0
letter#2,0,0,0,0
letter#3,0,0,0,0
letter#4,0,0,0,0
letter#5,0,0,0,0
level#1,0,0,0,0
level#2,0,1,0,0
level#3,0,0,0,0
liability,0,0,1,0
liable,0,0,1,0
liar,0,1,1,0
liberal#1,0,0,0,0
liberal#2,1,0,0,0
liberal#3,0,0,0,0
liberalism,1,0,0,0
liberality,0,0,0,0
liberalize,0,0,0,0
liberate,1,0,0,0
liberation,2,1,0,0
liberia,0,0,0,0
liberty,2,0,0,0
library,0,0,0,0
libya,0,0,0,0
license,0,0,0,0
lick,0,0,0,0
lie#1,0,0,0,0
lie#2,0,1,1,0
lie#3,0,1,1,0
lieutenant,2,1,0,0
life,0,0,0,0
lifeless,0,0,1,0
lifelong,0,0,0,0
lifetime,0,0,0,0
lift,0,1,0,0
light#1,0,0,0,0
light#2,0,0,0,0
light#3,0,0,0,0
light#4,0,0,0,0
light#5,0,0,0,0
light#6,0,0,0,0
light#7,0,0,0,0
light#8,0,0,0,0
lighten,0,0,0,0
lightning,0,1,0,0
lignite,0,0,0,0
likable,0,0,0,0
like#1,0,0,0,0
like#2,0,0,0,0
like#3,0,0,0,0
likelihood,0,0,0,0
likeliness,0,0,0,0
likely#1,0,0,0,0
likely#2,0,0,0,0
likewise,0,0,0,0
limb,0,0,0,0
limit#1,0,0,0,0
limit#2,0,2,1,0
limit#3,0,0,1,0
limit#4,1,0,1,0
limitation,0,0,1,0
limitless,0,1,0,0
limousine,0,0,0,0
limp,0,0,1,0
line#1,0,0,0,0
line#2,0,0,0,0
line#3,0,0,0,0
linguist,0,0,0,0
link#1,0,0,0,0
link#2,0,0,0,0
lion,0,1,0,0
lioness,0,1,0,0
lip,0,0,0,0
liquid,0,0,0,0
liquidate,0,2,1,0
liquidation,0,2,1,0
liquor,0,0,0,0
list#1,0,0,0,0
list#2,0,0,0,0
listen,0,0,0,0
listener,0,0,0,0
lit,0,0,0,0
literal,0,0,0,0
literally,0,0,0,0
literalness,0,0,0,0
literary,0,0,0,0
literature,0,0,0,0
litigant,1,1,0,0
litigation,2,1,0,0
litter,0,0,1,0
little,0,0,0,0
live#1,0,1,0,0
live#2,0,0,0,0
live#3,0,1,0,0
live#4,0,0,0,0
live#5,0,0,0,0
live#6,0,1,0,0
livelihood,0,0,0,0
lively,0,1,0,0
liver,0,0,0,0
livery,0,0,0,0
livestock,0,0,0,0
load#1,0,0,0,0
load#2,0,1,0,0
load#3,0,0,1,0
load#4,0,1,0,0
load#5,0,0,0,0
load#6,0,0,0,0
loan#1,0,0,0,0
loan#2,0,0,0,0
lobby,1,0,0,0
local,0,0,0,0
locale,0,0,0,0
locate,0,0,0,0
location,0,0,0,0
lock#1,0,1,0,0
lock#2,0,0,0,0
lodge,0,0,0,0
log,0,0,0,0
logic,0,0,0,0
logical,0,0,0,0
london,1,0,0,0
lone#1,0,0,1,1
lone#2,0,0,0,0
loneliness,0,0,1,1
lonely,0,0,1,1
loner,0,0,1,0
lonesome,0,0,1,1
long#1,0,1,0,0
long#2,0,0,0,0
long#3,0,0,0,0
long#4,0,0,0,0
long#5,0,0,0,0
long#6,0,0,0,0
long#7,0,0,0,0
long#8,0,0,0,0
long-range,0,0,0,0
long-standing,0,0,0,0
long-term,0,0,0,0
longevity,0,1,0,0
look#1,0,0,0,0
look#2,0,0,0,0
look#3,0,0,0,0
look#4,0,0,0,0
look#5,0,0,0,0
look#6,0,0,0,0
look#7,0,0,0,0
look#8,0,0,0,0
look#9,0,0,0,0
look#_10,0,0,0,0
look#_11,1,1,0,0
loom,0,0,1,0
loop,0,0,0,0
loose,0,0,0,0
looseness,0,0,0,0
lord,1,0,0,0
lose#1,0,0,1,0
lose#2,1,0,1,1
lose#3,0,0,0,0
loser,0,0,1,0
loss,0,0,1,0
lost#1,0,0,1,0
lost#2,1,0,1,1
lost#3,0,0,1,0
lost#4,0,0,1,0
lost#5,0,0,0,0
lot#1,0,1,0,0
lot#2,0,1,0,0
lot#3,0,0,0,0
lot#4,0,0,0,0
lot#5,0,0,0,0
loud#1,0,1,0,0
loud#2,0,1,0,0
loud#3,0,1,0,0
loud#4,0,1,0,0
loud#5,0,1,0,0
louisiana,0,0,0,0
love#1,0,0,0,0
love#2,0,0,0,0
love#3,0,0,0,0
love#4,0,0,0,0
love#5,0,1,0,0
love#6,0,0,0,0
love#7,0,0,0,0
loveless,0,0,1,0
loveliness,0,0,0,0
lovely,0,0,0,0
lover#1,0,0,0,0
lover#2,0,0,0,0
low#1,0,0,1,0
low#2,0,0,1,0
low-cost,0,0,0,0
low-income,0,0,0,0
lower#1,0,0,1,0
lower#2,0,1,0,0
lower#3,0,0,0,0
lowly,0,0,1,0
loyal,0,0,0,0
loyalty,0,0,0,0
lucid,0,0,0,0
luck,0,1,0,0
luckily,0,0,0,0
lucky,0,0,0,0
lucrative,0,0,0,0
ludicrous,0,0,1,0
luggage,0,0,0,0
lull,0,0,1,0
luminous,0,0,0,0
lunatic,0,0,1,0
lunch,0,0,0,0
luncheon,0,0,0,0
lung,0,0,0,0
lure,0,0,1,0
lurk,0,0,1,0
lust,0,0,0,0
luster,0,0,0,0
lustrous,0,0,0,0
luxemberg,0,0,0,0
luxuriant,0,0,0,0
luxurious,0,0,0,0
luxury,0,0,0,0
lying#1,0,0,0,0
lying#2,0,1,1,0
lying#3,0,1,1,0
lyric,0,0,0,0
lyrical,0,0,0,0
ma,0,0,0,0
machine,0,0,0,0
machinery,0,0,0,0
mad#1,0,1,2,0
mad#2,0,0,1,0
mad#3,0,0,0,0
madagascar,0,0,0,0
madame,0,0,0,0
made#1,0,0,0,0
madman,0,0,1,0
madness,0,0,1,0
magazine,0,0,0,0
magic,0,0,0,0
magical,0,0,0,0
magician,0,0,0,0
magnetic,0,0,0,0
magnificence,0,0,0,0
magnificent,0,1,0,0
magnify,0,1,0,0
magnitude,0,1,0,0
mahogany,0,0,0,0
maid,0,0,0,0
maiden,0,0,0,0
mail#1,0,0,0,0
mail#2,0,0,0,0
main#1,0,1,0,0
main#2,0,1,0,0
maine,0,0,0,0
mainland,0,0,0,0
maintain#1,1,1,0,0
maintain#2,1,1,0,0
maintenance,1,0,0,0
majestic,0,0,0,0
majesty,0,0,0,0
major#1,0,1,0,0
major#2,0,0,0,0
major#3,0,0,0,0
majority,2,1,0,0
make#1,0,1,0,0
make#2,1,2,1,0
make#3,0,1,0,0
make#4,0,0,0,0
make#5,0,0,0,0
make#6,0,0,0,0
make#7,0,0,0,0
make#8,0,1,0,0
make#9,0,0,0,0
make#_10,0,0,0,0
make#_11,0,0,0,0
make#_12,0,0,0,0
make#_13,0,0,0,0
make#_14,0,0,0,0
make#_15,0,0,0,0
make#_16,0,0,0,0
maker,0,0,0,0
maladjusted,0,0,1,0
maladjustment,0,0,2,0
malady,0,0,1,0
malaya,0,0,0,0
malaysia,0,0,0,0
male,0,0,0,0
mali,0,0,0,0
malice,0,1,2,1
malicious,0,1,2,1
malignant,0,1,2,0
malta,0,0,0,0
mama,0,0,0,0
man#1,0,0,0,0
man#2,1,0,0,0
man#3,1,0,0,0
manage#1,1,1,0,0
manage#2,0,1,0,0
manage#3,2,1,0,0
manageable,0,1,0,0
management,1,1,0,0
manager,1,1,0,0
managerial,1,1,0,0
manchester,0,0,0,0
maneuver,0,1,0,0
mangle,0,1,1,0
manifest#1,0,0,0,0
manifest#2,0,0,0,0
manifestation,0,0,0,0
manipulate,2,1,1,0
manipulation,0,0,1,0
mankind,0,0,0,0
manly,0,1,0,0
manner#1,0,0,0,0
manner#2,0,0,0,0
manner#3,0,0,0,0
manner#4,0,0,0,0
manoeuvre#1,0,0,0,0
manpower,0,1,0,0
mansion,0,0,0,0
manslaughter,0,1,1,0
mantle,0,0,0,0
manufacture,0,1,0,0
manufacturer,0,1,0,0
manure,0,0,0,0
many#1,0,1,0,0
many#2,0,1,0,0
map,0,0,0,0
maple,0,0,0,0
mar#1,0,1,2,0
mar#2,0,2,1,0
marble,0,0,0,0
march#1,0,0,0,0
march#2,1,1,0,0
march#3,0,1,0,0
marcher,1,1,0,0
mare,0,0,0,0
marginal,0,0,1,0
marine#1,0,0,0,0
marine#2,1,0,0,0
marital,0,0,0,0
maritime,0,0,0,0
mark#1,0,0,0,0
mark#2,0,1,0,0
mark#3,0,0,0,0
mark#4,0,0,0,0
mark#5,0,0,0,0
marker,0,0,0,0
market#1,0,0,0,0
market#2,0,0,0,0
market#3,0,0,0,0
marksman,0,1,0,0
marriage,0,0,0,0
marrow,0,0,0,0
marry#1,0,0,0,0
marry#2,0,0,0,0
marsh,0,0,0,0
marshall,1,0,0,0
marshall-plan,0,0,0,0
marvel,0,0,0,0
marvelous,0,0,0,0
marxism,1,0,0,0
maryland,0,0,0,0
masculine,0,1,0,0
mass#1,0,1,0,0
mass#2,1,1,0,0
mass#3,0,1,0,0
mass#4,0,0,0,0
massachusetts,0,0,0,0
massacre,0,1,1,0
masses,0,0,0,0
massive,0,1,0,0
mast,0,0,0,0
master#1,2,1,0,0
master#2,2,1,0,0
masterful,1,1,0,0
mastery,0,1,0,0
mat,0,0,0,0
match#1,0,1,0,0
match#2,0,1,0,0
matchless,0,0,0,0
mate#1,0,0,0,0
mate#2,0,0,0,0
material#1,0,0,0,0
material#2,0,0,0,0
material#3,0,1,0,0
maternal,0,0,0,0
maternity,0,0,0,0
math,0,0,0,0
mathematical,0,0,0,0
mathematics,0,0,0,0
matriculate,0,0,0,0
matter#1,0,0,0,0
matter#2,0,0,0,0
matter#3,0,0,0,0
matter#4,0,1,0,0
matter#5,0,0,2,0
matter#6,0,0,0,0
matter#7,0,0,0,0
mature#1,0,1,0,0
mature#2,0,1,0,0
mature#3,0,1,0,0
maturity,0,1,0,0
mauritius,0,0,0,0
maxim,0,0,0,0
maximization,0,1,0,0
maximize,0,0,0,0
maximum,0,1,0,0
may#1,1,0,0,0
may#2,0,0,0,0
maybe,0,0,0,0
mayor,2,1,0,0
mcgovern,1,0,0,0
me,0,0,0,0
meager,0,0,1,0
meal,0,0,0,0
mean#1,0,0,0,0
mean#2,0,0,1,0
mean#3,0,0,0,0
mean#4,0,0,0,0
mean#5,0,0,0,0
mean#6,0,0,0,0
mean#7,0,0,0,0
mean#8,0,0,0,0
meaning,0,0,0,0
meaningful,0,0,0,0
meaningless,0,0,1,0
meant,0,0,0,0
meantime,0,0,0,0
meanwhile,0,0,0,0
measurable,0,0,0,0
measure#1,0,0,0,0
measure#2,0,0,0,0
measure#3,0,0,0,0
measure#4,0,1,0,0
measure#5,0,0,0,0
measure#6,0,0,0,0
measure#7,0,0,0,0
measureless,0,0,0,0
measurement,0,0,0,0
meat,0,0,0,0
mechanic,0,0,0,0
mechanism,0,0,0,0
medal,0,0,0,0
meddle,0,0,1,0
media,0,0,0,0
mediate,1,0,0,0
mediation,1,0,0,0
mediator,1,0,0,0
medical,0,0,0,0
medicare,0,0,0,0
medicine#1,0,0,0,0
medicine#2,0,0,0,0
medieval,0,0,0,0
mediocre,0,0,1,0
meditation,0,0,0,0
mediterranean,1,0,0,0
medium,0,0,0,0
meek,0,0,1,0
meet#1,1,0,0,0
meet#2,0,0,0,0
meet#3,0,0,0,0
meet#4,1,0,0,0
meet#5,1,0,0,0
melancholy,0,0,1,1
mellow,0,0,0,0
melodramatic,0,0,1,0
melody,0,0,0,0
melt,0,0,0,0
member,0,0,0,0
membership,0,0,0,0
memorable,0,0,0,0
memory#1,0,0,0,0
memory#2,0,0,0,0
men,0,0,0,0
menace,1,1,1,0
mend,0,0,0,0
menial,0,0,1,0
mental,0,0,0,0
mentality,0,0,0,0
mention#1,0,0,0,0
mention#2,0,0,0,0
mentor,1,0,0,0
merchandise,0,0,0,0
merchant,0,0,0,0
merchantile,0,0,0,0
merciful,0,0,0,0
merciless,1,2,1,0
mercy,0,0,0,0
mere#1,0,0,0,0
mere#2,0,0,0,0
merge,0,0,0,0
merger,0,0,0,0
merit#1,0,0,0,0
merit#2,0,1,0,0
meritorious,0,0,0,0
merrily,0,0,0,0
merriment,0,0,0,0
merry,0,0,0,0
mesh,0,0,0,0
mess#1,0,0,2,0
mess#2,0,0,1,1
mess#3,0,0,0,0
message,0,0,0,0
messenger,0,0,0,0
met#1,0,0,0,0
metal,0,0,0,0
metaphysical,0,0,0,0
metaphysics,0,0,0,0
meteor,0,0,0,0
meteorite,0,0,0,0
meter,0,0,0,0
method,0,0,0,0
methodical,0,1,0,0
meticulous,0,0,0,0
metropolis,1,0,0,0
metropolitan,0,0,0,0
mexican,0,0,0,0
mexico,0,0,0,0
mice,0,0,0,0
michigan,0,0,0,0
middle,0,0,0,0
middle-class,0,0,0,0
midnight,0,0,0,0
midst,0,0,0,0
might#1,0,0,0,0
might#2,2,1,0,0
mighty,2,1,0,0
migration,0,0,0,0
mild,0,0,0,0
mile,0,0,0,0
military,2,1,0,0
militia,1,1,0,0
milk,0,0,0,0
mill#1,0,0,0,0
mill#2,0,0,0,1
mill#3,0,0,0,0
miller,0,0,0,0
million,0,0,0,0
millionth#1,0,0,0,0
mind#1,0,0,0,0
mind#2,0,0,0,0
mind#3,0,0,0,0
mind#4,0,1,0,0
mind#5,0,0,0,0
mind#6,0,0,0,0
mind#7,0,0,0,0
mind#8,0,0,0,0
mind#9,0,0,1,1
mind#_10,0,0,0,0
mind#_11,0,0,0,0
mind#_12,0,0,0,0
mind#_13,0,0,0,0
mind#_14,0,0,0,0
mindful,0,0,0,0
mine#1,0,0,0,0
mine#2,0,0,0,0
mine#3,2,2,1,0
mine#4,0,0,0,0
miner,0,0,0,0
mineral,0,0,0,0
mingle,0,0,0,0
minimal,0,0,0,0
minimize,0,1,0,0
minimum,0,0,0,0
minister#1,2,1,0,0
minister#2,2,1,0,0
minister#3,0,0,0,0
minister#4,0,0,0,0
ministerial,1,0,0,0
ministry,1,1,0,0
minnesota,0,0,0,0
minor,0,0,0,0
minority,1,0,0,0
mint,0,0,0,0
minus,0,0,0,0
minute,0,0,0,0
minutemen,1,0,0,0
miracle,0,0,0,0
miraculous,0,0,0,0
mirror,0,0,0,0
mirth,0,0,0,0
misbehave,0,1,1,0
misbehavior,0,0,1,0
miscarriage,0,0,0,0
mischief,0,0,1,0
mischievous,0,0,1,0
miser,0,0,1,0
miserable,0,0,1,2
misery,0,0,1,1
misfortune,0,0,2,0
misguide#1,0,0,0,0
misguide#2,0,0,0,0
mishandle,0,0,1,1
mishap,0,0,1,1
misinform,0,0,1,1
misinformed,0,0,1,1
mislead,0,1,1,0
misled,1,0,0,0
mismanagement,0,0,0,0
misrepresent,0,0,1,1
miss#1,0,0,1,1
miss#2,0,0,0,0
miss#3,0,0,0,1
miss#4,0,0,0,0
miss#5,0,0,0,0
missile,2,2,0,0
mission,0,0,0,0
missionary,0,0,0,0
mississippi,0,0,0,0
missouri,0,0,0,0
mist,0,0,0,0
mistake#1,0,0,1,0
mistake#2,0,0,1,0
mistake#3,0,0,1,0
mistaken,0,0,1,1
mister,0,0,0,0
mistook,0,0,0,0
mistreat,0,0,0,0
mistreatment,0,0,0,0
mistress,0,0,0,0
mistrust,0,0,1,1
misunderstand,0,0,1,0
misunderstanding,0,0,1,1
misunderstood,0,0,1,0
misuse,0,0,1,1
mitigate,0,0,0,0
mix#1,0,0,0,0
mix#2,0,0,0,0
mix#3,0,0,1,0
mix#4,0,0,0,0
mix#5,0,0,0,0
mixture,0,0,0,0
moan,0,0,1,1
mob,1,1,0,0
mobile,0,1,0,0
mobility,0,0,0,0
mobilize,0,0,0,0
mock,1,0,1,0
mockery,1,0,1,0
mode,0,0,0,0
moderate,0,0,0,0
moderation,1,0,0,0
modern#1,0,0,0,0
modern#2,0,0,0,0
modernity,0,0,0,0
modernization,0,0,0,0
modest,0,0,0,0
modesty,0,0,0,0
modification,0,0,0,0
modify,0,1,0,0
moisture,0,0,0,0
mold#1,0,0,0,0
mold#2,0,1,0,0
molecular,0,0,0,0
molest,0,1,1,0
moment,0,0,0,0
momentary,0,0,0,0
momentous,0,0,0,0
momentum,0,1,0,0
monarch,1,0,0,0
monarchy,1,0,0,0
monday,0,0,0,0
monetary,0,0,0,0
money,0,0,0,0
mongolia,0,0,0,0
monitor,1,1,0,0
monkey,0,0,0,0
monopoly,2,1,0,0
monotonous,0,0,1,0
monotony,0,0,1,0
monster,0,2,1,0
monstrous,0,2,1,0
montana,0,0,0,0
month#1,0,0,0,0
month#2,0,0,0,0
month#3,0,0,0,0
monument,0,1,0,0
monumental,0,0,0,0
mood,0,0,0,0
moody,0,0,1,0
moon,0,0,0,0
moral,0,0,0,0
morale,0,0,0,0
moralistic,0,0,0,0
morality,0,0,0,0
more,0,1,0,0
moreover,0,0,0,0
morning,0,0,0,0
morocco,0,0,0,0
mortality,0,0,0,0
mortar,0,0,0,0
mortgage#1,0,0,0,0
mortgage#2,0,0,0,0
mortify,0,0,1,1
moscow,1,0,0,0
most#1,0,1,0,0
most#2,0,1,0,0
most#3,0,1,0,0
most#4,0,0,0,0
motel,0,0,0,0
moth,0,0,0,0
mother,0,0,0,0
motion,0,0,0,0
motionless,0,0,1,0
motivate,0,0,0,0
motivated,0,0,0,0
motivation,0,0,0,0
motive,0,0,0,0
motley,0,0,1,0
motor,0,0,0,0
motorist,0,0,0,0
mottled,0,0,0,0
mound,0,0,0,0
mount#1,0,0,0,0
mount#2,0,0,0,0
mountain,0,0,0,0
mourn#1,0,0,1,1
mourn#2,0,0,1,1
mourner,0,0,1,1
mouse,0,0,0,0
mouth#1,0,0,0,0
mouth#2,0,0,0,0
mouth#3,0,0,0,0
mouth#4,0,0,0,0
movable,0,0,0,0
move#1,0,1,0,0
move#2,1,1,0,0
move#3,1,1,0,0
move#4,0,1,0,0
move#5,0,0,0,0
movement,1,1,0,0
mover,0,1,0,0
movie,0,0,0,0
mozambique,0,0,0,0
mph,0,0,0,0
mr.,0,0,0,0
mrs.,0,0,0,0
ms.,0,0,0,0
much,0,1,0,0
mud,0,0,0,0
muddle,0,0,1,0
muddy,0,0,1,0
muffle#1,0,0,0,0
muffle#2,1,1,0,0
mule,0,0,0,0
multilateral-force,0,0,0,0
multiple,0,1,0,0
multiplication,0,1,0,0
multiply,0,1,0,0
multitude,0,0,0,0
mumble,0,0,1,0
mundane,0,0,1,0
municipal,1,0,0,0
municipality,1,0,0,0
munition,2,0,0,0
murder#1,0,2,1,0
murder#2,0,2,1,0
murderer,0,0,0,0
murderous,0,1,1,0
murky,0,0,1,0
murmur#1,0,0,0,0
murmur#2,0,0,0,0
muscle,1,1,0,0
muscular,1,1,0,0
museum,0,0,0,0
music,0,0,0,0
musical,0,0,0,0
musician,0,0,0,0
must#1,0,0,0,0
must#2,0,0,0,0
muster,0,1,0,0
mutter,0,1,1,0
mutton,0,0,0,0
mutual#1,0,0,0,0
mutual#2,0,0,0,0
my,0,0,0,0
myriad,0,0,0,0
myself#1,0,0,0,0
myself>#1,0,0,0,0
myself>#2,0,0,0,0
myself>#3,0,0,1,1
mysterious,0,0,0,0
mystery,0,0,0,0
mystic,0,0,0,0
mystical,0,0,0,0
myth,0,0,0,0
nag#1,0,0,0,0
nag#2,0,1,2,0
nail#1,0,0,0,0
nail#2,0,0,0,0
naive,0,0,1,0
naked,0,0,0,0
name#1,0,0,0,0
name#2,0,0,0,0
name#3,0,0,0,0
name#4,0,0,0,0
name#5,0,0,0,0
name#6,0,0,0,0
narrative,0,0,0,0
narrow,0,0,0,0
nasty,0,1,1,0
nation,1,0,0,0
national,1,0,0,0
nationalism,1,0,0,0
nationalist,1,0,0,0
nationalistic,1,0,0,0
nationality,1,0,0,0
native#1,0,0,0,0
native#2,0,0,0,0
natural#1,0,0,0,0
natural#2,0,0,0,0
naturalization,1,0,0,0
nature#1,0,0,0,0
nature#2,0,0,0,0
naughty,0,1,1,0
naval,1,1,0,0
navigable,0,0,0,0
navigation,0,0,0,0
navy,1,1,0,0
nay,0,0,0,0
nazi,1,0,0,0
near#1,0,0,0,0
near#2,0,1,0,0
near#3,0,0,0,0
near#4,0,0,0,0
near#5,0,0,0,0
near#6,0,0,0,0
near#7,0,0,0,0
nearby,0,0,0,0
neat,0,0,0,0
nebraska,0,0,0,0
nebulous,0,0,1,0
necessarily,0,0,0,0
necessary#1,0,1,0,0
necessary#2,0,1,0,0
necessary#3,0,1,0,0
necessitate,0,1,0,0
necessity,0,1,0,0
neck,0,0,0,0
need#1,0,0,1,0
need#2,0,0,1,0
need#3,0,0,1,0
needle#1,0,0,0,0
needle#2,0,1,1,0
needy,0,0,1,0
negate,0,1,1,0
negation,0,0,1,0
negative,0,0,1,0
neglect#1,0,1,2,0
neglect#2,0,1,2,1
negligence,0,0,1,0
negligent,0,0,1,0
negligible,0,0,0,0
negotiate,1,0,0,0
negotiation,1,0,0,0
negotiator,1,0,0,0
negro,0,0,0,0
neighbor#1,0,0,0,0
neighbor#2,0,0,0,0
neighborhood,0,0,0,0
neighbour#1,0,0,0,0
neighbourhood#1,0,0,0,0
neither,0,0,0,0
nepal,0,0,0,0
nephew,0,0,0,0
nerve,0,1,0,0
nervous,0,0,1,1
nervousness,0,0,1,1
nest,0,0,0,0
netherlands,0,0,0,0
network,0,1,0,0
neurosis,0,0,0,0
neurotic,0,0,1,1
neutral,1,0,0,0
neutralism,1,0,0,0
neutrality,1,0,0,0
neutralize,1,1,1,0
nevada,0,0,0,0
never,0,0,0,0
nevertheless,0,0,0,0
new#1,0,1,0,0
new#2,0,0,0,0
new#3,0,1,0,0
new#4,0,1,0,0
new#5,0,1,0,0
new#6,0,0,0,0
new#7,0,0,0,0
new#8,0,0,0,0
new#9,0,0,0,0
new-mexicao,0,0,0,0
newborn,0,0,0,0
newcomer,0,0,0,0
newsmen,0,0,0,0
newspaper,0,0,0,0
newspaperman,0,0,0,0
next#1,0,0,0,0
next#2,0,0,0,0
next#3,0,0,0,0
nicaragua,0,0,0,0
nice#1,0,0,0,0
nice#2,0,0,0,0
nice#3,0,0,0,0
nice#4,0,0,0,0
niche,0,0,0,0
nickel,0,0,0,0
nickname,0,0,0,0
nigeria,0,0,0,0
nigers,0,0,0,0
nigger,0,1,0,0
night#1,0,0,0,0
night#2,0,0,0,0
nightmare,0,1,1,1
nihilism,1,0,0,1
nihilistic,1,0,0,1
nimble,0,1,0,0
nine,0,0,0,0
nineteen,0,0,0,0
nineteenth#1,0,0,0,0
ninetieth#1,0,0,0,0
ninety,0,0,0,0
ninth#1,0,0,0,0
nix,1,0,1,0
nixon,1,0,0,0
no#1,0,0,0,0
no#2,0,1,0,0
no#3,0,1,0,0
no#4,0,0,0,0
no#5,0,0,0,0
no#6,0,0,0,0
no#7,0,0,0,0
nobility,1,0,0,0
noble,0,1,0,0
nobleman,1,0,0,0
nobody,0,0,0,0
nod#1,0,0,0,0
nod#2,0,0,0,0
noise,0,0,1,0
noiseless,0,0,0,0
nominal,0,0,0,0
nominate,1,0,0,0
nomination,2,0,0,0
non,0,0,0,0
non-fiction,0,0,0,0
non-intervention,1,0,0,0
non-proliferation,1,0,0,0
non-violence,1,0,0,0
non-violent,1,0,0,0
nonaligned,1,0,0,0
nonchalant,0,1,1,0
none,0,0,0,0
nonetheless,0,0,0,0
nonsense,0,0,1,0
nonspecific,0,0,0,0
nonverbal,0,0,0,0
noon,0,0,0,0
nope,0,0,0,0
nor,0,0,0,0
norm,0,1,0,0
normal,0,0,0,0
north#1,0,0,0,0
north#2,0,0,0,0
northeast,0,0,0,0
northerly,0,0,0,0
northern,0,0,0,0
northern-rhodesia,0,0,0,0
northwest,0,0,0,0
norway,0,0,0,0
nose,0,0,0,0
nosey,0,0,1,0
not,0,0,0,0
notable,0,1,0,0
note#1,0,0,0,0
note#2,0,0,0,0
note#3,0,0,0,0
noteworthy,0,0,0,0
nothing,0,0,0,0
notice#1,0,0,0,0
notice#2,0,0,0,0
noticeable,0,0,0,0
notion,0,0,0,0
notoriety,0,0,0,0
notorious,0,0,1,0
notwithstanding,0,0,0,0
noun,0,0,0,0
nourish,0,0,0,0
nourishment,0,0,0,0
novel,0,0,0,0
novelist,0,0,0,0
novelty,0,0,0,0
november,0,0,0,0
novice,0,0,1,0
now,0,0,0,0
nowhere,0,0,0,0
nuclear,0,1,0,0
nuclei,0,1,0,0
nucleus,0,1,0,0
nude,0,0,0,0
nuisance,0,0,1,0
nullification,0,0,1,0
nullify,0,0,1,0
numb,0,0,1,1
number#1,0,1,0,0
number#2,0,0,0,0
number#3,0,0,0,0
number#4,0,0,0,0
numerical,0,0,0,0
numerous,0,1,0,0
